"data","volumeOperacional","pluviometria","temperaturaMedia","diferenca","medMov.pluviometria","medMov.diferenca","medMov.temperatura","predito","volumeOperacionalPredito"
"2012-01-30",743.34398,0,21,4.16779999999994,13.9233333333333,4.71737266666666,21.4666666666667,4.73370340499999,NA
"2012-01-31",744.86692,0,22,1.52294000000006,11.9166666666667,4.583732,21.4666666666667,4.53125369305555,NA
"2012-02-01",745.88821,0,23,1.0212899999999,10.6033333333333,4.24155333333333,21.6,3.83473823055555,NA
"2012-02-02",746.85396,0.15,25,0.96575000000007,8.16666666666667,3.63194,21.8,2.28085383583333,NA
"2012-02-03",747.24545,0,25,0.391489999999976,5.19333333333333,3.047642,22,1.62295424972222,NA
"2012-02-04",748.61306,0,27,1.36761000000001,4.57333333333333,2.54837933333333,22.4,0.85122992611111,NA
"2012-02-05",747.05743,0,27,-1.55563000000006,4.37333333333333,2.21914733333333,22.7333333333333,1.30028101805555,NA
"2012-02-06",746.20467,0,28,-0.852759999999989,3.78666666666667,1.86753733333333,23.1333333333333,1.03514255027778,NA
"2012-02-07",745.22405,0,28,-0.98061999999993,3.66666666666667,1.57102133333333,23.4666666666667,1.21992326138889,NA
"2012-02-08",744.61242,0,27,-0.611629999999991,3.52,1.40577733333333,23.6666666666667,0.533153516388887,NA
"2012-02-09",744.14114,0,27,-0.471280000000092,3.30666666666667,1.22350266666666,23.8666666666667,1.29018794277777,NA
"2012-02-10",742.21881,0,25,-1.92232999999998,2.59,1.00433066666666,24.2,0.197719919444442,NA
"2012-02-11",742.36452,15.5,23,0.145710000000008,2.90666666666667,0.827861333333332,24.6,0.701787019166665,NA
"2012-02-12",747.79633,20,22,5.43181000000004,2.38,0.852143333333333,24.7333333333333,-0.821302351666665,NA
"2012-02-13",751.93484,7.8,23,4.13850999999999,2.89666666666667,0.85057733333333,24.8666666666667,0.737195758333331,NA
"2012-02-14",753.23845,0.5,23,1.30360999999993,2.93,0.65963133333333,25,-0.016563487777777,NA
"2012-02-15",753.00338,0.1,24,-0.23506999999995,2.93666666666667,0.542430666666662,25.1333333333333,0.394525648333332,NA
"2012-02-16",753.52675,0,24,0.523369999999999,2.93666666666667,0.509236000000002,25.2,0.448958379999999,NA
"2012-02-17",753.17195,0,23,-0.354799999999954,2.92666666666667,0.421199333333333,25.0666666666667,0.401730129166666,NA
"2012-02-18",752.64486,5.35,26,-0.527090000000043,3.28333333333333,0.359960666666665,25.1333333333333,0.458171849166665,NA
"2012-02-19",751.76284,0,25,-0.882020000000011,3.28333333333333,0.20998533333333,25,0.467112291388887,NA
"2012-02-20",751.4225,5.75,26,-0.340339999999969,3.66666666666667,0.29100466666667,24.9333333333333,0.271578300833333,NA
"2012-02-21",751.4675,4.6,23,0.044999999999959,3.97333333333333,0.350855333333333,24.6,0.432402587222221,NA
"2012-02-22",752.02472,6.4,25,0.557220000000029,4.4,0.453377999999997,24.4,0.65945258722222,NA
"2012-02-23",751.03899,0,23,-0.985729999999989,4.4,0.428437999999998,24.1333333333333,0.518686905277776,NA
"2012-02-24",751.32528,10.45,24,0.286290000000008,5.09666666666667,0.478942666666671,23.9333333333333,1.02223703388889,NA
"2012-02-25",750.62586,0.25,24,-0.699420000000031,5.11333333333333,0.560470000000001,23.8666666666667,0.599176523333333,NA
"2012-02-26",749.97877,2.5,26,-0.647089999999934,4.24666666666667,0.507616666666672,24.0666666666667,0.985523889999994,NA
"2012-02-27",751.20271,12.55,25,1.22393999999997,3.75,0.227092,24.2666666666667,0.0929217141666656,NA
"2012-02-28",751.5812,3.5,27,0.378489999999942,3.46333333333333,-0.0235760000000027,24.5333333333333,-0.0486891141666675,NA
"2012-02-29",751.05377,0,28,-0.527429999999981,3.43,-0.14564533333333,24.8666666666667,0.0045894452777789,NA
"2012-03-01",750.74002,0,29,-0.313750000000027,3.42333333333333,-0.150890666666668,25.2,-0.0201174513888883,NA
"2012-03-02",749.42249,0.3,26,-1.31752999999991,3.44333333333333,-0.27361733333333,25.3333333333333,-0.173002030833333,NA
"2012-03-03",750.92157,0.3,23,1.49907999999993,3.46333333333333,-0.150025333333337,25.3333333333333,-0.136606114722223,NA
"2012-03-04",750.04767,0.6,24,-0.873899999999935,3.14666666666667,-0.173145999999997,25.2,-0.0279628340476183,NA
"2012-03-05",749.68872,0,25,-0.358950000000049,3.14666666666667,-0.138274666666666,25.2,-0.0279628340476183,NA
"2012-03-06",749.26044,0,24,-0.428279999999972,2.76333333333333,-0.144137333333333,25.0666666666667,-0.0423970949999993,NA
"2012-03-07",747.25116,0,23,-2.00927999999998,2.45666666666667,-0.281089333333329,25.0666666666667,-0.400070758055554,NA
"2012-03-08",745.96503,0,23,-1.28613000000007,2.03,-0.403979333333336,24.9333333333333,-0.475390204722223,NA
"2012-03-09",744.12438,0,24,-1.84064999999998,2.03,-0.460974000000002,25,-0.220580691666668,NA
"2012-03-10",742.43183,0,22,-1.69254999999998,1.33333333333333,-0.592896666666668,24.8666666666667,-0.75807922861111,NA
"2012-03-11",744.17575,16.6,22,1.74392,2.42333333333333,-0.430007333333333,24.7333333333333,-0.562391551388888,NA
"2012-03-12",743.16789,0.9,23,-1.00785999999993,2.31666666666667,-0.454058666666666,24.5333333333333,-0.855299980555555,NA
"2012-03-13",741.52627,0.15,24,-1.6416200000001,1.49,-0.645096000000004,24.4666666666667,-0.304989752222221,NA
"2012-03-14",740.19579,2.2,25,-1.33047999999996,1.40333333333333,-0.759027333333331,24.3333333333333,-1.07017429222222,NA
"2012-03-15",739.40601,0.05,24,-0.78977999999995,1.40666666666667,-0.776517333333329,24.0666666666667,-1.03321533833333,NA
"2012-03-16",740.17688,9.4,21,0.770869999999945,2.03333333333333,-0.704209333333331,23.5333333333333,0.0635966644444445,NA
